,diseases,Symptom_labels
20493,pulmonary congestion,"shortness of breath, sharp chest pain, chest tightness, cough, weakness, fever"
20494,pulmonary congestion,"shortness of breath, sharp chest pain, chest tightness, cough, nasal congestion, weakness"
20495,pulmonary congestion,"chest tightness, cough, nasal congestion, leg swelling, decreased heart rate"
20496,pulmonary congestion,"shortness of breath, nasal congestion, weakness, decreased heart rate"
20497,pulmonary congestion,"chest tightness, decreased heart rate, fever"
20498,pulmonary congestion,"shortness of breath, nasal congestion, leg swelling, weakness, decreased heart rate, fever"
20499,pulmonary congestion,"sharp chest pain, cough, nasal congestion, leg swelling, decreased heart rate, fever"
20500,pulmonary embolism,"shortness of breath, cough, leg pain, leg swelling, side pain, difficulty breathing"
20501,pulmonary embolism,"chest tightness, cough, leg pain, leg swelling, weakness"
20502,pulmonary embolism,"shortness of breath, sharp chest pain, chest tightness, leg pain, leg swelling, side pain"
20503,pulmonary embolism,"sharp chest pain, leg swelling, weakness, sweating"
20504,pulmonary embolism,"chest tightness, cough, leg swelling, side pain, difficulty breathing, hemoptysis, sweating"
20505,pulmonary embolism,"weakness, side pain, difficulty breathing"
20506,pulmonary embolism,"sharp chest pain, chest tightness, cough, leg pain, leg swelling, weakness, side pain, difficulty breathing, sweating"
20507,pulmonary embolism,"shortness of breath, sharp chest pain, chest tightness, leg pain, weakness, side pain, difficulty breathing"
20508,pulmonary embolism,"shortness of breath, leg pain, leg swelling, weakness, hemoptysis"
20509,pulmonary embolism,"shortness of breath, chest tightness, cough, leg pain, side pain, difficulty breathing"
20510,pulmonary embolism,"chest tightness, cough, leg swelling, weakness, sweating"
20511,pulmonary embolism,"shortness of breath, leg swelling, hemoptysis"
20512,pulmonary embolism,"shortness of breath, sharp chest pain, chest tightness, leg swelling, hemoptysis"
20513,pulmonary embolism,"sharp chest pain, chest tightness, side pain"
20514,pulmonary embolism,"shortness of breath, sharp chest pain, cough, leg pain, side pain, hemoptysis"
20515,pulmonary embolism,"sharp chest pain, cough, leg swelling, side pain, sweating"
20516,pulmonary embolism,"leg pain, leg swelling, hemoptysis, sweating"
20517,pulmonary embolism,"shortness of breath, sharp chest pain, side pain, difficulty breathing, hemoptysis"
20518,pulmonary embolism,"chest tightness, cough, leg swelling, side pain, hemoptysis, sweating"
20519,pulmonary embolism,"shortness of breath, cough, side pain, difficulty breathing, sweating"
20520,pulmonary embolism,"shortness of breath, cough, leg swelling, side pain, difficulty breathing"
20521,pulmonary embolism,"shortness of breath, sharp chest pain, leg pain, leg swelling, difficulty breathing, sweating"
20522,pulmonary embolism,"shortness of breath, sharp chest pain, chest tightness, cough, leg pain, leg swelling, difficulty breathing, sweating"
20523,pulmonary embolism,"sharp chest pain, cough, leg pain, hemoptysis"
20524,pulmonary embolism,"sharp chest pain, chest tightness, leg pain, difficulty breathing, hemoptysis"
20525,pulmonary embolism,"sharp chest pain, cough, leg pain, weakness, side pain, sweating"
20526,pulmonary embolism,"sharp chest pain, chest tightness, leg swelling, weakness, sweating"
20527,pulmonary embolism,"sharp chest pain, leg pain, weakness, side pain, sweating"
20528,pulmonary embolism,"sharp chest pain, chest tightness, cough, leg pain, leg swelling, hemoptysis, sweating"
20529,pulmonary embolism,"sharp chest pain, chest tightness, cough, leg pain, side pain, sweating"
20530,pulmonary embolism,"chest tightness, cough, leg pain, weakness, side pain, difficulty breathing, sweating"
20531,pulmonary embolism,"chest tightness, cough, leg swelling, weakness"
20532,pulmonary embolism,"sharp chest pain, chest tightness, leg pain, weakness, side pain, hemoptysis, sweating"
20533,pulmonary embolism,"sharp chest pain, cough, leg swelling, weakness, side pain, hemoptysis"
20534,pulmonary embolism,"shortness of breath, sharp chest pain, leg pain, leg swelling, side pain, difficulty breathing"
20535,pulmonary embolism,"sharp chest pain, leg swelling, weakness, side pain, difficulty breathing, hemoptysis, sweating"
20536,pulmonary embolism,"shortness of breath, sharp chest pain, leg pain, weakness, side pain, difficulty breathing"
20537,pulmonary embolism,"chest tightness, leg pain, sweating"
20538,pulmonary embolism,"chest tightness, leg pain, weakness, difficulty breathing, hemoptysis, sweating"
20539,pulmonary embolism,"shortness of breath, leg pain, leg swelling, side pain, sweating"
20540,pulmonary embolism,"shortness of breath, sharp chest pain, cough, side pain, hemoptysis, sweating"
20541,pulmonary embolism,"shortness of breath, chest tightness, leg pain, leg swelling, weakness, side pain"
20542,pulmonary embolism,"chest tightness, leg pain, leg swelling, difficulty breathing, hemoptysis, sweating"
20543,pulmonary embolism,"sharp chest pain, chest tightness, leg pain, side pain, difficulty breathing, hemoptysis"
20544,pulmonary embolism,"shortness of breath, chest tightness, leg pain, weakness, side pain"
20545,pulmonary embolism,"sharp chest pain, leg pain, leg swelling, weakness"
20546,pulmonary embolism,"chest tightness, cough, weakness, side pain, difficulty breathing, hemoptysis, sweating"
20547,pulmonary embolism,"shortness of breath, sharp chest pain, leg pain, weakness, hemoptysis"
20548,pulmonary embolism,"shortness of breath, cough, leg pain, weakness, side pain, difficulty breathing, sweating"
20549,pulmonary embolism,"chest tightness, side pain, difficulty breathing, sweating"
20550,pulmonary eosinophilia,"shortness of breath, sharp chest pain, dizziness, cough, paresthesia"
20551,pulmonary eosinophilia,"dizziness, nasal congestion, paresthesia, fever"
20552,pulmonary eosinophilia,"dizziness, nasal congestion, paresthesia"
20553,pulmonary eosinophilia,"shortness of breath, sharp chest pain, dizziness, cough, nasal congestion, paresthesia, fever"
20554,pulmonary eosinophilia,"shortness of breath, dizziness, cough, paresthesia, fever"
20555,pulmonary eosinophilia,"shortness of breath, dizziness, paresthesia"
20556,pulmonary eosinophilia,"dizziness, nasal congestion, paresthesia"
20557,pulmonary eosinophilia,"dizziness, paresthesia, fever"
20558,pulmonary eosinophilia,"sharp chest pain, nasal congestion, paresthesia"
20559,pulmonary eosinophilia,"sharp chest pain, cough, paresthesia, fever"
20560,pulmonary eosinophilia,"shortness of breath, dizziness, nasal congestion, paresthesia"
20561,pulmonary eosinophilia,"shortness of breath, sharp chest pain, dizziness, fever"
20562,pulmonary eosinophilia,"shortness of breath, sharp chest pain, dizziness, nasal congestion, fever"
20563,pulmonary eosinophilia,"dizziness, cough"
20564,pulmonary eosinophilia,"shortness of breath, cough, nasal congestion, paresthesia"
20565,pulmonary eosinophilia,"shortness of breath, paresthesia"
20566,pulmonary eosinophilia,"sharp chest pain, dizziness, cough, paresthesia, fever"
20567,pulmonary eosinophilia,"sharp chest pain, dizziness, nasal congestion, paresthesia, fever"
20568,pulmonary eosinophilia,"shortness of breath, sharp chest pain, cough, paresthesia"
20569,pulmonary eosinophilia,"nasal congestion, paresthesia, fever"
20570,pulmonary eosinophilia,"sharp chest pain, dizziness, cough, paresthesia, fever"
20571,pulmonary eosinophilia,"sharp chest pain, cough, nasal congestion, paresthesia"
20572,pulmonary eosinophilia,"shortness of breath, dizziness, cough, nasal congestion, paresthesia"
20573,pulmonary eosinophilia,"shortness of breath, sharp chest pain, dizziness, nasal congestion, paresthesia"
20574,pulmonary eosinophilia,"dizziness, cough, nasal congestion, paresthesia, fever"
20575,pulmonary eosinophilia,"shortness of breath, sharp chest pain, dizziness, paresthesia, fever"
20576,pulmonary eosinophilia,"shortness of breath, sharp chest pain, dizziness, cough, nasal congestion, paresthesia, fever"
20577,pulmonary eosinophilia,"sharp chest pain, dizziness, cough"
20578,pulmonary eosinophilia,"shortness of breath, sharp chest pain, dizziness"
20579,pulmonary eosinophilia,"shortness of breath, cough, paresthesia, fever"
20580,pulmonary eosinophilia,"dizziness, cough, fever"
20581,pulmonary eosinophilia,"shortness of breath, cough"
20582,pulmonary eosinophilia,"sharp chest pain, nasal congestion, fever"
20583,pulmonary eosinophilia,"sharp chest pain, dizziness, cough, paresthesia, fever"
20584,pulmonary eosinophilia,"sharp chest pain, cough, paresthesia, fever"
20585,pulmonary eosinophilia,"shortness of breath, cough, paresthesia"
20586,pulmonary eosinophilia,"shortness of breath, dizziness, nasal congestion, fever"
20587,pulmonary eosinophilia,"shortness of breath, paresthesia"
20588,pulmonary eosinophilia,"shortness of breath, dizziness, paresthesia, fever"
20589,pulmonary eosinophilia,"shortness of breath, cough, nasal congestion, paresthesia, fever"
20590,pulmonary eosinophilia,"sharp chest pain, cough, paresthesia"
20591,pulmonary eosinophilia,"shortness of breath, dizziness, nasal congestion, paresthesia"
20592,pulmonary eosinophilia,"shortness of breath, dizziness, nasal congestion, paresthesia, fever"
20593,pulmonary eosinophilia,"shortness of breath, paresthesia, fever"
20594,pulmonary eosinophilia,"shortness of breath, sharp chest pain, cough, paresthesia"
20595,pulmonary eosinophilia,"shortness of breath, sharp chest pain, nasal congestion, paresthesia"
20596,pulmonary eosinophilia,"dizziness, cough, nasal congestion, paresthesia, fever"
20597,pulmonary eosinophilia,"sharp chest pain, paresthesia"
20598,pulmonary eosinophilia,"dizziness, cough, nasal congestion, paresthesia, fever"
20599,pulmonary eosinophilia,"sharp chest pain, dizziness, cough, nasal congestion, paresthesia"
20600,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, cough, difficulty breathing"
20601,pulmonary fibrosis,"sharp chest pain, chest tightness, fever"
20602,pulmonary fibrosis,"chest tightness, fainting, difficulty breathing"
20603,pulmonary fibrosis,"shortness of breath, chest tightness, cough, fainting, fever, difficulty breathing"
20604,pulmonary fibrosis,"shortness of breath, chest tightness, cough, fever, difficulty breathing"
20605,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, fainting, difficulty breathing"
20606,pulmonary fibrosis,"chest tightness, cough, fainting, fever"
20607,pulmonary fibrosis,"shortness of breath, chest tightness"
20608,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness"
20609,pulmonary fibrosis,"sharp chest pain, chest tightness, cough, fever"
20610,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, cough, fainting, fever, difficulty breathing"
20611,pulmonary fibrosis,"sharp chest pain, chest tightness, cough, fainting, fever"
20612,pulmonary fibrosis,"sharp chest pain, chest tightness, fainting, fever"
20613,pulmonary fibrosis,"shortness of breath, chest tightness, fainting, fever"
20614,pulmonary fibrosis,"chest tightness, cough, fever"
20615,pulmonary fibrosis,"sharp chest pain, chest tightness, fainting"
20616,pulmonary fibrosis,"sharp chest pain, chest tightness, cough, fainting, fever, difficulty breathing"
20617,pulmonary fibrosis,"shortness of breath, sharp chest pain, fever"
20618,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, fever"
20619,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, fainting"
20620,pulmonary fibrosis,"shortness of breath, fainting, fever"
20621,pulmonary fibrosis,"shortness of breath, chest tightness, fever, difficulty breathing"
20622,pulmonary fibrosis,"shortness of breath, chest tightness, fever, difficulty breathing"
20623,pulmonary fibrosis,"shortness of breath, chest tightness, fainting, difficulty breathing"
20624,pulmonary fibrosis,"shortness of breath, chest tightness, cough"
20625,pulmonary fibrosis,"shortness of breath, chest tightness, fever, difficulty breathing"
20626,pulmonary fibrosis,"sharp chest pain, chest tightness, fainting, difficulty breathing"
20627,pulmonary fibrosis,"shortness of breath, fever, difficulty breathing"
20628,pulmonary fibrosis,"chest tightness, cough, fainting"
20629,pulmonary fibrosis,"shortness of breath, chest tightness, fever"
20630,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, fainting, difficulty breathing"
20631,pulmonary fibrosis,"shortness of breath, sharp chest pain, fainting, fever"
20632,pulmonary fibrosis,"sharp chest pain, cough, fainting, difficulty breathing"
20633,pulmonary fibrosis,"sharp chest pain, chest tightness, cough, fainting, fever"
20634,pulmonary fibrosis,"shortness of breath, sharp chest pain, cough"
20635,pulmonary fibrosis,"shortness of breath, chest tightness, fainting, fever, difficulty breathing"
20636,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, fainting, difficulty breathing"
20637,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, fever, difficulty breathing"
20638,pulmonary fibrosis,"shortness of breath, cough, fainting, fever"
20639,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, cough, fainting, fever"
20640,pulmonary fibrosis,"sharp chest pain, chest tightness, fever, difficulty breathing"
20641,pulmonary fibrosis,"chest tightness, fainting, difficulty breathing"
20642,pulmonary fibrosis,"chest tightness, cough, fainting, fever, difficulty breathing"
20643,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, cough, fainting, fever, difficulty breathing"
20644,pulmonary fibrosis,"chest tightness, fainting, difficulty breathing"
20645,pulmonary fibrosis,"shortness of breath, sharp chest pain, cough, fainting, fever"
20646,pulmonary fibrosis,"cough, difficulty breathing"
20647,pulmonary fibrosis,"sharp chest pain, chest tightness, cough, fainting"
20648,pulmonary fibrosis,"shortness of breath, sharp chest pain, chest tightness, difficulty breathing"
20649,pulmonary fibrosis,"shortness of breath, chest tightness, cough, fainting"
20650,pulmonary hypertension,"cough, feeling ill, fatigue"
20651,pulmonary hypertension,"palpitations, cough, feeling ill, apnea"
20652,pulmonary hypertension,"shortness of breath, palpitations, feeling ill, hemoptysis, apnea"
20653,pulmonary hypertension,"sharp chest pain, cough, difficulty breathing, fatigue, apnea"
20654,pulmonary hypertension,"sharp chest pain, feeling ill, difficulty breathing, hemoptysis"
20655,pulmonary hypertension,"cough, difficulty breathing"
20656,pulmonary hypertension,"shortness of breath, feeling ill, difficulty breathing"
20657,pulmonary hypertension,"cough, feeling ill, difficulty breathing, fatigue, apnea"
20658,pulmonary hypertension,"shortness of breath, sharp chest pain, feeling ill, difficulty breathing, hemoptysis, apnea"
20659,pulmonary hypertension,"shortness of breath, sharp chest pain, cough, feeling ill, fatigue"
20660,pulmonary hypertension,"shortness of breath, sharp chest pain, palpitations, difficulty breathing, fatigue"
20661,pulmonary hypertension,"shortness of breath, sharp chest pain, difficulty breathing, fatigue, apnea"
20662,pulmonary hypertension,"palpitations, feeling ill, fatigue, hemoptysis"
20663,pulmonary hypertension,"sharp chest pain, cough, feeling ill, fatigue"
20664,pulmonary hypertension,"sharp chest pain, cough, feeling ill, difficulty breathing, fatigue, hemoptysis, apnea"
20665,pulmonary hypertension,"shortness of breath, sharp chest pain, palpitations, cough, apnea"
20666,pulmonary hypertension,"sharp chest pain, palpitations, cough, difficulty breathing, fatigue"
20667,pulmonary hypertension,"shortness of breath, sharp chest pain, palpitations, feeling ill, difficulty breathing, hemoptysis, apnea"
20668,pulmonary hypertension,"sharp chest pain, palpitations, cough, fatigue, apnea"
20669,pulmonary hypertension,"sharp chest pain, feeling ill, difficulty breathing"
20670,pulmonary hypertension,"cough, feeling ill, fatigue, hemoptysis, apnea"
20671,pulmonary hypertension,"sharp chest pain, feeling ill, apnea"
20672,pulmonary hypertension,"palpitations, cough, feeling ill, difficulty breathing, fatigue, apnea"
20673,pulmonary hypertension,"shortness of breath, palpitations, apnea"
20674,pulmonary hypertension,"shortness of breath, sharp chest pain, palpitations, cough, feeling ill, hemoptysis"
20675,pulmonary hypertension,"shortness of breath, sharp chest pain, feeling ill, fatigue, hemoptysis, apnea"
20676,pulmonary hypertension,"sharp chest pain, palpitations, feeling ill, fatigue"
20677,pulmonary hypertension,"shortness of breath, palpitations, feeling ill, hemoptysis, apnea"
20678,pulmonary hypertension,"shortness of breath, sharp chest pain, palpitations, cough, feeling ill, difficulty breathing, fatigue"
20679,pulmonary hypertension,"sharp chest pain, palpitations, feeling ill, apnea"
20680,pulmonary hypertension,"shortness of breath, sharp chest pain, hemoptysis, apnea"
20681,pulmonary hypertension,"shortness of breath, sharp chest pain, feeling ill, hemoptysis, apnea"
20682,pulmonary hypertension,"shortness of breath, sharp chest pain, feeling ill, fatigue, apnea"
20683,pulmonary hypertension,"shortness of breath, sharp chest pain, feeling ill, fatigue, hemoptysis"
20684,pulmonary hypertension,"shortness of breath, cough, feeling ill, fatigue, hemoptysis, apnea"
20685,pulmonary hypertension,"palpitations, feeling ill, difficulty breathing, fatigue, hemoptysis, apnea"
20686,pulmonary hypertension,"shortness of breath, feeling ill, fatigue, apnea"
20687,pulmonary hypertension,"cough, feeling ill, difficulty breathing, fatigue, apnea"
20688,pulmonary hypertension,"palpitations, cough, feeling ill, difficulty breathing, fatigue, hemoptysis, apnea"
20689,pulmonary hypertension,"shortness of breath, cough, difficulty breathing, hemoptysis"
20690,pulmonary hypertension,"shortness of breath, cough, feeling ill, fatigue, hemoptysis"
20691,pulmonary hypertension,"palpitations, feeling ill, difficulty breathing, fatigue, hemoptysis, apnea"
20692,pulmonary hypertension,"shortness of breath, palpitations, cough, difficulty breathing, fatigue, hemoptysis, apnea"
20693,pulmonary hypertension,"shortness of breath, sharp chest pain, feeling ill, fatigue, apnea"
20694,pulmonary hypertension,"shortness of breath, sharp chest pain, palpitations, feeling ill, difficulty breathing, fatigue, hemoptysis, apnea"
20695,pulmonary hypertension,"sharp chest pain, palpitations, cough, feeling ill, apnea"
20696,pulmonary hypertension,"shortness of breath, sharp chest pain, palpitations, cough, feeling ill, fatigue, apnea"
20697,pulmonary hypertension,"shortness of breath, palpitations, feeling ill, difficulty breathing, hemoptysis, apnea"
20698,pulmonary hypertension,"palpitations, feeling ill, difficulty breathing, fatigue, hemoptysis"
20699,pulmonary hypertension,"sharp chest pain, palpitations, cough, feeling ill, apnea"
20700,pyelonephritis,"vomiting, painful urination, frequent urination, lower abdominal pain, blood in urine, side pain"
20701,pyelonephritis,"sharp abdominal pain, vomiting, frequent urination, low back pain, side pain"
20702,pyelonephritis,"suprapubic pain, nausea, painful urination, lower abdominal pain, blood in urine, low back pain, side pain"
20703,pyelonephritis,"sharp abdominal pain, nausea, painful urination, blood in urine, low back pain"
20704,pyelonephritis,"vomiting, blood in urine, low back pain"
20705,pyelonephritis,"suprapubic pain, lower abdominal pain, blood in urine, back pain, low back pain, side pain"
20706,pyelonephritis,"nausea, lower abdominal pain, blood in urine, low back pain"
20707,pyelonephritis,"nausea, lower abdominal pain, blood in urine, low back pain, side pain"
20708,pyelonephritis,"suprapubic pain, nausea, painful urination, lower abdominal pain, low back pain, side pain"
20709,pyelonephritis,"suprapubic pain, sharp abdominal pain, vomiting, nausea, painful urination, frequent urination, side pain"
20710,pyelonephritis,"sharp abdominal pain, nausea, painful urination, frequent urination, low back pain, side pain"
20711,pyelonephritis,"sharp abdominal pain, lower abdominal pain, back pain, low back pain, side pain"
20712,pyelonephritis,"nausea, frequent urination, lower abdominal pain, back pain, low back pain, side pain"
20713,pyelonephritis,"suprapubic pain, sharp abdominal pain, painful urination, frequent urination, lower abdominal pain, low back pain"
20714,pyelonephritis,"sharp abdominal pain, painful urination, lower abdominal pain"
20715,pyelonephritis,"vomiting, lower abdominal pain, blood in urine, back pain, low back pain"
20716,pyelonephritis,"suprapubic pain, vomiting, frequent urination, blood in urine, low back pain"
20717,pyelonephritis,"suprapubic pain, sharp abdominal pain, frequent urination, lower abdominal pain, back pain, low back pain, side pain"
20718,pyelonephritis,"sharp abdominal pain, painful urination, back pain, side pain"
20719,pyelonephritis,"suprapubic pain, sharp abdominal pain, nausea, painful urination, low back pain"
20720,pyelonephritis,"vomiting, nausea, frequent urination, back pain, side pain"
20721,pyelonephritis,"suprapubic pain, sharp abdominal pain, vomiting, nausea, painful urination, lower abdominal pain"
20722,pyelonephritis,"sharp abdominal pain, nausea"
20723,pyelonephritis,"sharp abdominal pain, vomiting, painful urination, frequent urination, back pain, side pain"
20724,pyelonephritis,"suprapubic pain, sharp abdominal pain, vomiting, nausea, frequent urination, lower abdominal pain, back pain"
20725,pyelonephritis,"suprapubic pain, lower abdominal pain, blood in urine, low back pain, side pain"
20726,pyelonephritis,"suprapubic pain, sharp abdominal pain, nausea, painful urination, frequent urination, lower abdominal pain, blood in urine, low back pain"
20727,pyelonephritis,"sharp abdominal pain, vomiting, nausea, painful urination, frequent urination, lower abdominal pain, blood in urine"
20728,pyelonephritis,"suprapubic pain, vomiting, nausea, frequent urination, back pain, low back pain"
20729,pyelonephritis,"sharp abdominal pain, vomiting, nausea, painful urination, lower abdominal pain, blood in urine"
20730,pyelonephritis,"sharp abdominal pain, vomiting, nausea, frequent urination, blood in urine, low back pain"
20731,pyelonephritis,"lower abdominal pain, back pain, side pain"
20732,pyelonephritis,"suprapubic pain, sharp abdominal pain, painful urination, frequent urination, lower abdominal pain, back pain, low back pain, side pain"
20733,pyelonephritis,"suprapubic pain, sharp abdominal pain, vomiting, nausea, lower abdominal pain, low back pain, side pain"
20734,pyelonephritis,"suprapubic pain, sharp abdominal pain, nausea, frequent urination, blood in urine, back pain, low back pain, side pain"
20735,pyelonephritis,"sharp abdominal pain, nausea, painful urination, back pain"
20736,pyelonephritis,"suprapubic pain, sharp abdominal pain, nausea, lower abdominal pain, blood in urine, back pain, low back pain, side pain"
20737,pyelonephritis,"suprapubic pain, sharp abdominal pain, vomiting, nausea, painful urination, frequent urination, blood in urine, low back pain"
20738,pyelonephritis,"suprapubic pain, vomiting, nausea, painful urination, frequent urination, lower abdominal pain, back pain, low back pain, side pain"
20739,pyelonephritis,"suprapubic pain, sharp abdominal pain, vomiting, nausea, painful urination, frequent urination, lower abdominal pain, back pain, side pain"
20740,pyelonephritis,"sharp abdominal pain, painful urination, frequent urination, lower abdominal pain, back pain, low back pain"
20741,pyelonephritis,"suprapubic pain, sharp abdominal pain, vomiting, back pain, side pain"
20742,pyelonephritis,"sharp abdominal pain, frequent urination, lower abdominal pain, back pain, low back pain"
20743,pyelonephritis,"sharp abdominal pain, lower abdominal pain, blood in urine, side pain"
20744,pyelonephritis,"suprapubic pain, vomiting, nausea, painful urination, back pain, low back pain"
20745,pyelonephritis,"sharp abdominal pain, vomiting, frequent urination, lower abdominal pain, low back pain"
20746,pyelonephritis,"suprapubic pain, sharp abdominal pain, frequent urination, back pain, low back pain"
20747,pyelonephritis,"suprapubic pain, painful urination, lower abdominal pain, blood in urine, back pain, side pain"
20748,pyelonephritis,"suprapubic pain, sharp abdominal pain, frequent urination, blood in urine, back pain, low back pain"
20749,pyelonephritis,"vomiting, frequent urination, blood in urine, back pain"
20750,pyogenic skin infection,"skin swelling, leg pain, abnormal appearing skin, skin lesion, foot or toe pain, leg swelling, foot or toe swelling, skin rash"
20751,pyogenic skin infection,"skin swelling, hand or finger swelling, abnormal appearing skin, skin lesion, peripheral edema, foot or toe pain, leg swelling, skin rash"
20752,pyogenic skin infection,"leg pain, hand or finger pain, peripheral edema, foot or toe pain, skin rash"
20753,pyogenic skin infection,"leg pain, hand or finger pain, hand or finger swelling, abnormal appearing skin, peripheral edema, foot or toe swelling, skin rash"
20754,pyogenic skin infection,"leg pain, hand or finger pain, hand or finger swelling, abnormal appearing skin, skin lesion, peripheral edema, foot or toe pain, skin rash"
20755,pyogenic skin infection,"hand or finger pain, abnormal appearing skin, foot or toe pain, foot or toe swelling, skin rash"
20756,pyogenic skin infection,"skin swelling, peripheral edema, foot or toe pain, leg swelling"
20757,pyogenic skin infection,"leg pain, hand or finger pain, hand or finger swelling, skin lesion, foot or toe pain, leg swelling"
20758,pyogenic skin infection,"skin swelling, abnormal appearing skin, foot or toe pain, skin rash"
20759,pyogenic skin infection,"skin swelling, hand or finger pain, abnormal appearing skin, peripheral edema, foot or toe pain, foot or toe swelling, skin rash"
20760,pyogenic skin infection,"skin swelling, leg pain, foot or toe pain, leg swelling, foot or toe swelling, skin rash"
20761,pyogenic skin infection,"leg pain, abnormal appearing skin, skin lesion, foot or toe pain"
20762,pyogenic skin infection,"skin swelling, leg pain, hand or finger pain, hand or finger swelling, abnormal appearing skin, skin lesion, peripheral edema, foot or toe pain, foot or toe swelling, skin rash"
20763,pyogenic skin infection,"skin swelling, hand or finger swelling, abnormal appearing skin, skin lesion, peripheral edema, skin rash"
20764,pyogenic skin infection,"skin swelling, leg pain, hand or finger pain, hand or finger swelling, abnormal appearing skin, skin lesion, foot or toe pain, foot or toe swelling, skin rash"
20765,pyogenic skin infection,"skin swelling, leg pain, hand or finger swelling, skin lesion, peripheral edema, leg swelling, skin rash"
20766,pyogenic skin infection,"abnormal appearing skin, skin lesion, leg swelling, skin rash"
20767,pyogenic skin infection,"skin swelling, skin lesion, foot or toe pain, foot or toe swelling, skin rash"
20768,pyogenic skin infection,"skin swelling, leg pain, hand or finger swelling, abnormal appearing skin, skin lesion, foot or toe swelling, skin rash"
20769,pyogenic skin infection,"hand or finger pain, peripheral edema, foot or toe pain"
20770,pyogenic skin infection,"skin swelling, leg pain, hand or finger pain, hand or finger swelling, skin lesion, peripheral edema, skin rash"
20771,pyogenic skin infection,"leg pain, abnormal appearing skin, skin lesion, foot or toe pain, leg swelling"
20772,pyogenic skin infection,"skin lesion, peripheral edema, foot or toe pain, foot or toe swelling, skin rash"
20773,pyogenic skin infection,"hand or finger pain, abnormal appearing skin, foot or toe swelling, skin rash"
20774,pyogenic skin infection,"skin lesion, peripheral edema, foot or toe pain, foot or toe swelling"
20775,pyogenic skin infection,"hand or finger swelling, abnormal appearing skin, leg swelling, foot or toe swelling, skin rash"
20776,pyogenic skin infection,"skin swelling, leg pain, hand or finger swelling, abnormal appearing skin, peripheral edema, foot or toe pain, foot or toe swelling"
20777,pyogenic skin infection,"hand or finger pain, foot or toe pain, leg swelling, foot or toe swelling, skin rash"
20778,pyogenic skin infection,"leg pain, hand or finger swelling, abnormal appearing skin, skin lesion, foot or toe pain, leg swelling, foot or toe swelling"
20779,pyogenic skin infection,"leg pain, hand or finger swelling, leg swelling, foot or toe swelling"
20780,pyogenic skin infection,"leg pain, hand or finger pain, abnormal appearing skin, skin lesion, peripheral edema, foot or toe pain, foot or toe swelling, skin rash"
20781,pyogenic skin infection,"skin swelling, hand or finger pain, abnormal appearing skin, skin lesion, peripheral edema, foot or toe pain, leg swelling"
20782,pyogenic skin infection,"skin swelling, hand or finger pain, hand or finger swelling, abnormal appearing skin, skin lesion, foot or toe pain, leg swelling"
20783,pyogenic skin infection,"skin swelling, hand or finger pain, hand or finger swelling, abnormal appearing skin, peripheral edema, foot or toe pain, skin rash"
20784,pyogenic skin infection,"leg pain, hand or finger pain, abnormal appearing skin, peripheral edema, foot or toe pain, leg swelling"
20785,pyogenic skin infection,"skin swelling, leg pain, hand or finger pain, skin rash"
20786,pyogenic skin infection,"hand or finger pain, peripheral edema, foot or toe pain, leg swelling, foot or toe swelling"
20787,pyogenic skin infection,"leg pain, hand or finger pain, hand or finger swelling, abnormal appearing skin, peripheral edema, foot or toe pain, leg swelling, foot or toe swelling, skin rash"
20788,pyogenic skin infection,"leg pain, skin lesion, peripheral edema"
20789,pyogenic skin infection,"skin swelling, skin lesion, peripheral edema, foot or toe pain, foot or toe swelling, skin rash"
20790,pyogenic skin infection,"skin swelling, leg pain, peripheral edema, leg swelling, foot or toe swelling, skin rash"
20791,pyogenic skin infection,"hand or finger pain, skin lesion, foot or toe pain, foot or toe swelling"
20792,pyogenic skin infection,"skin swelling, hand or finger pain, foot or toe pain, leg swelling, skin rash"
20793,pyogenic skin infection,"skin swelling, leg pain, hand or finger pain, hand or finger swelling, abnormal appearing skin, foot or toe pain, leg swelling, foot or toe swelling, skin rash"
20794,pyogenic skin infection,"skin swelling, leg pain, hand or finger swelling, abnormal appearing skin, skin lesion, peripheral edema, foot or toe pain, foot or toe swelling, skin rash"
20795,pyogenic skin infection,"skin swelling, leg pain, hand or finger pain, hand or finger swelling, foot or toe pain, foot or toe swelling, skin rash"
20796,pyogenic skin infection,"skin swelling, hand or finger swelling, skin lesion, peripheral edema, foot or toe pain, leg swelling, foot or toe swelling"
20797,pyogenic skin infection,"skin swelling, hand or finger pain, abnormal appearing skin, foot or toe pain, foot or toe swelling"
20798,pyogenic skin infection,"leg pain, hand or finger pain, foot or toe pain, leg swelling, skin rash"
20799,pyogenic skin infection,"hand or finger pain, abnormal appearing skin, skin lesion, foot or toe swelling"
